repo,file,line,rule_id,message,verdict
AutoGPT,autogpt_platform/backend/backend/blocks/block_cost_tracking_test.py,597,EU-GDPR-001,PII passed to LLM without documented processing purpose,
AutoGPT,autogpt_platform/backend/backend/blocks/email_block.py,148,EU-GDPR-001,PII passed to LLM without documented processing purpose,
AutoGPT,autogpt_platform/backend/backend/blocks/enrichlayer/linkedin.py,193,EU-GDPR-001,PII passed to LLM without documented processing purpose,
AutoGPT,autogpt_platform/backend/backend/blocks/google/gmail.py,1371,EU-GDPR-001,PII passed to LLM without documented processing purpose,
AutoGPT,autogpt_platform/backend/backend/blocks/google/gmail.py,1582,EU-GDPR-001,PII passed to LLM without documented processing purpose,
AutoGPT,autogpt_platform/backend/backend/data/db_manager.py,591,EU-GDPR-001,PII passed to LLM without documented processing purpose,
autogen,dotnet/test/Microsoft.AutoGen.Integration.Tests.AppHosts/core_xlang_hello_python_agent/hello_python_agent.py,37,EU-GDPR-001,PII passed to LLM without documented processing purpose,
autogen,python/packages/autogen-ext/src/autogen_ext/models/semantic_kernel/_sk_chat_completion_adapter.py,677,EU-GDPR-001,PII passed to LLM without documented processing purpose,
autogen,python/packages/autogen-ext/tests/test_worker_runtime.py,482,EU-GDPR-001,PII passed to LLM without documented processing purpose,
autogen,python/packages/autogen-ext/tests/test_worker_runtime.py,486,EU-GDPR-001,PII passed to LLM without documented processing purpose,
autogen,python/samples/core_xlang_hello_python_agent/hello_python_agent.py,37,EU-GDPR-001,PII passed to LLM without documented processing purpose,
dspy,tests/adapters/test_xml_adapter.py,122,EU-GDPR-001,PII passed to LLM without documented processing purpose,
litellm,litellm/litellm_core_utils/litellm_logging.py,6343,EU-GDPR-001,PII passed to LLM without documented processing purpose,
litellm,tests/e2e/guardrails/test_presidio_masking_e2e.py,158,EU-GDPR-001,PII passed to LLM without documented processing purpose,
litellm,tests/e2e/guardrails/test_presidio_masking_e2e.py,177,EU-GDPR-001,PII passed to LLM without documented processing purpose,
litellm,tests/enterprise/litellm_enterprise/enterprise_callbacks/test_prometheus_logging_callbacks.py,83,EU-GDPR-001,PII passed to LLM without documented processing purpose,
litellm,tests/local_testing/create_mock_standard_logging_payload.py,65,EU-GDPR-001,PII passed to LLM without documented processing purpose,
litellm,tests/local_testing/create_mock_standard_logging_payload.py,116,EU-GDPR-001,PII passed to LLM without documented processing purpose,
litellm,tests/logging_callback_tests/create_mock_standard_logging_payload.py,65,EU-GDPR-001,PII passed to LLM without documented processing purpose,
litellm,tests/logging_callback_tests/create_mock_standard_logging_payload.py,116,EU-GDPR-001,PII passed to LLM without documented processing purpose,
litellm,tests/logging_callback_tests/test_datadog.py,77,EU-GDPR-001,PII passed to LLM without documented processing purpose,
litellm,tests/logging_callback_tests/test_datadog_llm_obs.py,70,EU-GDPR-001,PII passed to LLM without documented processing purpose,
litellm,tests/logging_callback_tests/test_langfuse_unit_tests.py,61,EU-GDPR-001,PII passed to LLM without documented processing purpose,
litellm,tests/router_unit_tests/create_mock_standard_logging_payload.py,65,EU-GDPR-001,PII passed to LLM without documented processing purpose,
litellm,tests/router_unit_tests/create_mock_standard_logging_payload.py,116,EU-GDPR-001,PII passed to LLM without documented processing purpose,
litellm,tests/test_litellm/proxy/spend_tracking/test_spend_tracking_utils.py,213,EU-GDPR-001,PII passed to LLM without documented processing purpose,
litellm,tests/test_litellm/proxy/spend_tracking/test_spend_tracking_utils.py,1121,EU-GDPR-001,PII passed to LLM without documented processing purpose,
litellm,tests/test_litellm/proxy/spend_tracking/test_spend_tracking_utils.py,1256,EU-GDPR-001,PII passed to LLM without documented processing purpose,
litellm,tests/test_litellm/proxy/spend_tracking/test_spend_tracking_utils.py,1859,EU-GDPR-001,PII passed to LLM without documented processing purpose,
litellm,tests/test_litellm/proxy/spend_tracking/test_spend_tracking_utils.py,1958,EU-GDPR-001,PII passed to LLM without documented processing purpose,
litellm,tests/test_litellm/proxy/spend_tracking/test_spend_tracking_utils.py,3775,EU-GDPR-001,PII passed to LLM without documented processing purpose,
litellm,tests/test_litellm/proxy/spend_tracking/test_spend_tracking_utils.py,3872,EU-GDPR-001,PII passed to LLM without documented processing purpose,
litellm,tests/test_litellm/test_router.py,5122,EU-GDPR-001,PII passed to LLM without documented processing purpose,
private-gpt,private_gpt/components/readers/text/email_reader.py,172,EU-GDPR-001,PII passed to LLM without documented processing purpose,
private-gpt,tests/components/prompts/test_prompt_template_service.py,72,EU-GDPR-001,PII passed to LLM without documented processing purpose,
